,text,waktu,jumlah kata,jam,label
1601,anak sekolah pake usul aneh anak sekolah negeri tuju tatap muka prokes,2021-06-05 10:05:12+00:00,12,siang,0
1602,saya bijak bijaksana orang pimpin negara bertanggungjawab atas didik warga kalau misal orang tua mau anak sekolah tatap muka kan bisa online ada paksa,2021-06-05 10:00:21+00:00,24,siang,0
1604,jgn habis waktu utk sepeda mulai cek siap sekolah utk sekolah tatap muka,2021-06-05 09:47:18+00:00,13,siang,0
1605,sekolah offline masalah rajin rajin siswa kalo alam ajar tatap muka endingnya bakal sulit protokol ketat kalo online corona kelar murid bego semua,2021-06-05 09:46:14+00:00,23,siang,0
1606,kalau masalah mental bukan solusi konseling bukan sekolah tatap muka sama bencana tentu posko traumatis,2021-06-05 09:42:12+00:00,15,siang,0
1607,hmm ambil jalan tengah sih sekolah tatap muka khusus praktikum ajar biasa,2021-06-05 09:41:29+00:00,12,siang,0
1608,skalipun anak blm umur sekolah klo suruh milih orang tua lebih baik anak sekolah tatap muka,2021-06-05 09:38:53+00:00,16,siang,0
1609,gue lebih condong fadli zon sih kampus swasta sini bbrp minggu lalu sempat sebar massal padahal baru sebentar kuliah tatap muka laku baru baru sekolah deket rumah jadi uji sekolah karna guru yang kena kemarin bgt beliau wafat,2021-06-05 09:36:23+00:00,38,siang,0
1610,jujur sekolah line sangat tdk efektif fakta anak sekolah nongkrong dimall kumpul cafe asal prokes ketat jalan sekolah tatap muka mulai,2021-06-05 09:33:45+00:00,21,siang,0
1612,emang yakin sekolah tatap muka bakal lagi kaya dulu klo yakin gak lagi sekolah tatap muka tahun depan prediksi yah,2021-06-05 09:28:21+00:00,20,siang,0
1613,waktu ajar kapasitas murid kelas dibatesin jadi ajar bagi per sesi gitu jujur sekolah kuliah online gaada arah walaupun teknologi skrg pada bgt juga perlu tatap muka sama ajar biar arah,2021-06-05 09:24:53+00:00,31,siang,0
1614,kalau sekolah gua bgt usaha tatap muka masih satu domilisi siswa tau daerah tsb zona hijau merah nah univ susah mhs nya heterogen satu dom aja,2021-06-05 09:23:51+00:00,26,siang,0
1615,gak alas tunda sekolah tatap muka gak alas logis kena waktu atau alas tunda segera tatap muka lebih baik,2021-06-05 09:20:52+00:00,19,siang,0
1616,klo pempus maksa sekolah tatap muka vaksin seluruh anak dgn vaksin influenza pneumonia gratis imun anak makin baik,2021-06-05 09:20:35+00:00,18,siang,0
1617,sekolah tatap muka khusus anak kuliah,2021-06-05 09:20:25+00:00,6,siang,0
1618,hmm ambil jalan tengah sih sekolah tatap muka khusus praktikum ajar biasa tunda bulan,2021-06-05 09:18:06+00:00,14,siang,0
1619,rencana dki beberapa sekolah uji coba tatap muka hari senin,2021-06-05 09:16:57+00:00,10,siang,0
1620,sekolah tatap muka tatap mata,2021-06-05 09:16:41+00:00,5,siang,0
1621,tim pak nadiem ajar mungkin bikin blended gabungin ajar tatap muka online jadi tiap hari tatap muka sekolah,2021-06-05 09:11:00+00:00,18,siang,0
1622,bagaimana sekolah mau tatap muka,2021-06-05 09:06:41+00:00,5,siang,0
1623,quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack quack makasih nadiem makarim udah bikin putus kalo juli udah mulai sekolah tatap muka arti gue gaperlu post twibbon,2021-06-05 09:02:12+00:00,39,siang,0
1624,betul kak pokok sekolah paling efektif cara langsung tatap muka bukan online doa aja yuk moga tahun ajar baru mujizat sekolah kuliah tatap muka,2021-06-05 08:56:04+00:00,24,pagi,0
1625,hampir ortu ngisi tuji balajar tatap muka betul sekolah salahsatu contoh pas udh umum nama siswa nya malah banyak alesan ktnya luar kota ortu antar jemput gmn pak bingung wkwk,2021-06-05 08:55:01+00:00,30,pagi,0
1626,offense sih kek tim fadli deh bayangin mobilisasi mahasiswa kek apa aku liat coba sekolah masuk aja buset kerumun gak hindar nadim gmn bener klo segera tatap muka takut bakal hohohihe doang,2021-06-05 08:53:44+00:00,32,pagi,0
1627,realistis aja aku tim pak fadli zon buat skrng walopun sbenernya tatap muka perlu percuma jga kalo sekolah tatap muka kampus udh kuliah tatap muka tpi gaada prokes nambah kluster baru,2021-06-05 08:51:27+00:00,31,pagi,0
1630,kalo daerah zona hijau sekolah tatap muka wajib ada kasihan daerah otak anak dapat input sekolah online tidak maksimal,2021-06-05 08:41:24+00:00,19,pagi,0
1632,asli sekolah tatap muka penting bgt luar negeri sekolah sekolah udh mulai buka sekarang bagaimana cara sekolah laku protokol sehat nya covid gak makin sebar sekolah,2021-06-05 08:38:07+00:00,26,pagi,0
1634,juli tatap muka kalian gmn udah dapet kabar sekolah,2021-06-05 08:35:01+00:00,9,pagi,0
1635,mental gua breakdance mulu anj gua henti sekolah aja kalo tahun tatap muka bolak balik psikolog,2021-06-05 08:27:27+00:00,16,pagi,0
1636,aku tim tatap muka turut sekolah online kurang efektif karna banyak murid gak fokus waktu ajar online ntah karna kondisi rumah,2021-06-05 08:17:14+00:00,21,pagi,0
1639,nyata ada depan nasehat aku alas aku ken sekolah tatap muka cepat mungkin cari lama adalah salah satu mereka,2021-06-05 07:59:38+00:00,19,pagi,0
1640,sombong sekali pake kata suatu kerja serah bukan ahli tunggu hancur bukti menag gemblung suka ngomong radikal radikul bikin kacau selamat preet juli aja sekolah mulai tatap muka pale selamat,2021-06-05 07:46:53+00:00,30,pagi,0
1641,serta data data covid valid pak nadiem tetap ngotot sekolah tatap muka juli langsung pidana pasal lalai sebab mati pasal karantina sehat penyalahginaan wewenang jabat,2021-06-05 07:36:13+00:00,25,pagi,0
1642,wahai kpai wahai ortu murid wahai ida wahai ahli epidemiolog nakes rongrong pak nadiem makarim kejar terus henti rencana sekolah tatap muka juli jangan henti itu rencana batal,2021-06-05 07:34:29+00:00,28,pagi,0
1643,mau sekolah tatap muka silah mau sekolah online silah jangan mau online sebab ada sekolah tatap muka silah ajar rumah jangan halang mau ajar sekolah,2021-06-05 07:33:54+00:00,25,pagi,0
1644,henti rencana sekolah tatap muka juli dengar himbauan tunjuk ida ikat dokter anak indonesia kait sekolah dengar ahli epidemiolog nakes diskus pihak kpai ida ortu anak,2021-06-05 07:32:54+00:00,26,pagi,0
1645,bagus lah seperti konteks anda pilih pjj sila tdk larang ortu siswa pilih sekolah tatap muka sila pak menteri nadiem audah putus juli mendatanh sekolah tatap muka beberapa daerah sdh uji coba,2021-06-05 07:29:54+00:00,32,pagi,0
1647,iya emg lebih efektif sekolah tatap muka tahan sakit siap gak mana jenis baru kan hdehh skip dulu ngab,2021-06-05 07:20:37+00:00,19,pagi,0
1648,tanya begini brp lama coba skolah tatap muka blangsung sblm akhirna tutup gegara positif lalu klaster skola tebar akhir putus sekolah tatap muka boleh ada smua siswa sdh dvaksin,2021-06-05 07:13:16+00:00,29,pagi,0
1649,sekolah belakang komplek lama tatap muka gak pake seragam krn kyknya kan blum dpt izin ramai pas bubar sih seperti gak pake batas jumlah siswa ngeri,2021-06-05 07:01:08+00:00,26,pagi,0
1650,ungkap sih wajar lebih ortu masib paranoid anak sekolah tatap muka tenaga ajar staff sekolah sudah divakain prokes jalan masih taku,2021-06-05 07:00:19+00:00,21,pagi,0
1652,baru kemaren tanda tangan surat tuju buat anak sma sekolah tatap muka biar interaksi manusiawi antara ajar ungkap biarin deh anak bego penting hidup lebih terlalu klo ortu bilang gitu,2021-06-05 06:55:37+00:00,30,pagi,0
1653,percaya covid ada disembuhkn anak hilang masa emas masa kembang akan bisa kembali anak sekarang lebih banyak main sekolah daring banyak beri ubah apa anak sya tuju sekolah tatap muka,2021-06-05 06:41:44+00:00,30,pagi,0
1655,mohon bapak mang bijak baik eksekutif legislatif mohon lah segera buka sekolah ingsyaallah sekolah bisa jaga jarak terap protokol sehat sejati sekolah tatap muka lebih berkah ilmu,2021-06-05 06:34:18+00:00,27,pagi,0
1656,kata kalau pak nadiem ignorannya mau enak tetap ngotot buka sekolah tatap muka tanggung jawab langsung atas mati siswa sekolah tinggal covid,2021-06-05 06:27:56+00:00,22,pagi,0
1658,zona merah terus tambah niat nutup mall wisata karena alas ekonomi tidak ada salah sekolah tatap muka takut maksimal tidak bareng bijak cerdas nama omong kosong,2021-06-05 06:18:24+00:00,26,pagi,0
1661,bicara kena covid keluarga sudah pernah justru buka sudut oandang lebih luas tdk semua suswa dan org tua jalan pjj banyak milik batas nadiem makarim sdh putus juli datang sekolah tatap muka ini patut apresiasi,2021-06-05 06:02:42+00:00,35,pagi,0
1664,sekolah kekeuhnya paksa buat tatap muka hari senin krna uji kalau uji rumah beda nilai rang ngancem alhasil ortu akhir pasrah ada blm ngasih izin sih,2021-06-05 05:58:09+00:00,26,pagi,0
1665,karena warga negara melek iqra paham realita situasi indonesia wajib lebih gung pak nadiem tentang sekolah tatap muka juli will save the children will save the students,2021-06-05 05:52:13+00:00,27,pagi,0
1666,sayang ribu sayang niat penuh spirit pak nadiem tidak iring iqra paham atas realita covid lapang tentu sudah taraf khawatir ini tentu amat ancam nyawa siswa kalau ngotot sekolah tatap muka,2021-06-05 05:51:07+00:00,31,pagi,0
1667,harap bantu sebut dukung program ajar tatap muka sebut manfaat siswa guru proses ajar ajar sekolah csr bumnuntukindonesia pabrikgula ptpgrajawali pgkrebetbaru pgrejoagungbaru,2021-06-05 05:48:57+00:00,22,pagi,0
1668,sesuai arah mendikbudristek nadiem anwar makarim dasar surat putus sama skb menteri sekolah mulai paud hingga sekolah tengah atas mulai ajar tatap muka batas sesuai pandu telah tetap,2021-06-05 05:48:56+00:00,28,pagi,0
1672,selamat siang semua weekend indah kita bantu selamat nyawa murid indonesia larang sekolah tatap muka juli,2021-06-05 05:45:00+00:00,16,pagi,0
1673,btol fadli memang blm waktu ntuk sekolah tatap muka tri sangkut jgn paksa anak tuk sekolah tatap muka,2021-06-05 05:44:17+00:00,18,pagi,0
1674,larang sekolah tatap muka,2021-06-05 05:44:11+00:00,4,pagi,0
1677,bulan kemudian fadzli zon saran sekolah tatap muka tunda bulan,2021-06-05 05:15:06+00:00,10,pagi,0
1678,kalo juli udah sekolah tatap muka acara live music dong sekali,2021-06-05 05:07:42+00:00,11,pagi,0
1679,tuju sekolah tatap muka segera jalan catat ada wajib vaksin siswa titik,2021-06-05 05:03:02+00:00,12,pagi,0
1680,meski khawatir anak daripada jadi lost generation lebih baik sekolah tatap muka teknis atur sih ngga perlu full day misal kali pek banyak cara sih,2021-06-05 04:59:30+00:00,25,pagi,0
1691,lama anggar covid ada selalu tolak sekolah tatap muka karna tolak ukur ada covid,2021-06-05 04:30:11+00:00,14,pagi,0
1694,sekolah tatap muka minta tunda soal haji ngotot minta diberangkatin penting beda emang neng ngajak gelut nih orang,2021-06-05 04:22:24+00:00,18,pagi,0
1695,nakes bungkam menparekraf promosi tempat wisata sana sini teriak rencana sekolah tatap muka,2021-06-05 04:21:32+00:00,13,pagi,0
1696,nakes bungkam menparekraf promosi tempat wisata sana sini teriak rencana sekolah tatap muka segera laku dukung nadiem makarim segera laku sekolah tatap muka bodoh kita taruh terus bangsa covid,2021-06-05 04:16:14+00:00,29,pagi,0
1698,ken sekolah tatap muka gue bom glow,2021-06-05 04:15:46+00:00,7,pagi,0
1699,kasus covid anak jadi perhati dunia sekarang ngotot mau mulai sekolah tatap muka takut,2021-06-05 04:14:37+00:00,14,pagi,0
1700,serah aja anak aku yakin pilih sekolah tatap muka gak ajar,2021-06-05 04:14:06+00:00,11,pagi,0
1701,bentar tatap muka moga ada temen yah emang rada susah kalau nyari temen huhuhu apa gara gara sekolah daring,2021-06-05 04:13:59+00:00,19,pagi,0
1702,lama anggar covid ada selalu tolak sekolah tatap muka karna tolak ukur ada covid saat sekolah mulai operasi padahal tempat wisata mulai padat rayap bioskop mulai buka promosi langsung menparekraf dungu,2021-06-05 04:11:14+00:00,31,pagi,0
1704,nah iya mbak sama aku deg jga soal sekolah tatap muka biarin kasi video terus biar inget,2021-06-05 04:08:41+00:00,17,pagi,0
1706,iya mbak jaga kalau sekolah tatap muka,2021-06-05 04:07:00+00:00,7,pagi,0
1712,wah sekolah rencana juli mau tatap muka was was karena beberapa guru temen sendiri positif covid,2021-06-05 03:53:09+00:00,16,pagi,0
1713,betol tdk usah sekolah tatap muka sblm kondisi bnr kondusif tangan msih tdk karuan kok anak mau korban,2021-06-05 03:49:30+00:00,18,pagi,0
1714,pusat serah bijak tatap muka daerah daerah sekolah sekolah ortu ortu tengkar sama ortu tim online tim offline nonton aja jauh yakin yakin bener,2021-06-05 03:48:04+00:00,24,pagi,0
1716,buat teman teman penting tuju enggak sekolah tatap muka batas laku laku tahun ajar,2021-06-05 03:47:16+00:00,14,pagi,0
1721,tuju sekolah sekolah kembali rumah anak anak akan resiko tular orang tua,2021-06-05 03:22:13+00:00,12,pagi,0
1725,parents meeting siap uji coba tatap muka bikin haru iih moga masa batas saling jaga jujur yaa semua pihak otm pihak sekolah mau mau lang bisa kaya gin terus,2021-06-05 03:19:31+00:00,29,pagi,0
1726,aneh banget masa daerah jaksel sekolah gua doang mau tatap muka full sekolah engga,2021-06-05 03:15:30+00:00,14,pagi,0
1729,vaksinasi guru lambat sekolah tatap muka lebih resiko moga dapat vaksin fasilitas per,2021-06-05 03:10:06+00:00,13,pagi,0
1730,vaksin mudah bukan jadi alas kalau sdh vaksin sekolah tatap muka tuju kalau sekolah tatap muka tunda covid kendali bukan dar sdh vaksin,2021-06-05 03:09:52+00:00,23,pagi,0
1731,saksi polemik trijaya topik tatap muka siswa sabtu juni pukul wib pandu,2021-06-05 03:04:10+00:00,12,pagi,0
1732,bojong sekolah udah tatap muka jadi rame banyak bocil bocil main sepeda,2021-06-05 03:01:39+00:00,12,pagi,0
1736,sekolah tatap muka online school biar tidak pikir bagaimana cara efektif tidak bosan kait dgn adil semua murid dapat ajar efektif senang baik offline atau online jadi sekarang,2021-06-05 02:56:52+00:00,28,pagi,0
1737,baik online school banyak anggap efektif bosan itu tunjang siswa tetap pilih online school itu sekolah tatap muka saat juga ada sistem shift online school hapus permanen jangan mentang,2021-06-05 02:56:51+00:00,29,pagi,0
1738,mereka kembali offline school ada siswa ortu tetap ingin anak online school alas pandemi sudah enak dgn online school perintah sekolah hanya fokus siap sekolah tatap muka juga,2021-06-05 02:56:51+00:00,28,pagi,0
1739,sekolah tatap muka mau mulai juli tegas menteri ini bagus para siswa ortu kembali sistem offline anggap online school sangat efektif bosan anak nya jadi malas oleh karena,2021-06-05 02:56:50+00:00,28,pagi,0
1742,baik serius tangan covid sekolah segera tatap muka murid guru sekolah ada,2021-06-05 02:40:53+00:00,12,pagi,0
1744,sekolah tatap muka batas hrs antar jemput gada,2021-06-05 02:29:16+00:00,8,pagi,0
1747,betul bang hendri resiko yertular covid jalan rumah sekolah balik perlu timbang dlm buka sekolah tatap muka sekolah mungkin protokol sehat ketat guru vaksin luar sekolah apa siswa bisa disiplin,2021-06-05 02:17:09+00:00,30,pagi,0
1748,pagi udah sekolah tatap muka,2021-06-05 02:16:24+00:00,5,pagi,0
1750,opsi lain bang hendri siswa dgn tuju orang tua masuk ajar tatap muka sekolah boleh ajar online jadi ngak wajib tatap muka seko opsional pilih syarat daerah angka covid landai protokol seko ketat gurudivaksin,2021-06-05 02:08:52+00:00,34,pagi,0
1754,tuju sekolah sekolah kembali rumah anak anak akan resiko tular orang tua punya pilih selain rela anak sekolah padahal ada pilih tunda sedikit didik tatap muka stay online hensat,2021-06-05 02:00:59+00:00,29,pagi,0
1761,alas sekolah tatap muka wajib ttk habis perkara,2021-06-05 01:53:55+00:00,8,pagi,0
1764,baik jelas detail bagaimana sekolah tatap muka jalan pak apa masuk,2021-06-05 01:39:50+00:00,11,pagi,0
1765,sama mbak bungsu sma kelas ini gak kasihnizin ntuk tatap muka pihak sekolah erti ngeri mbak dgn kondisi ini jaga sehat keluarga dulu aja salam kenal mbak canteek,2021-06-05 01:36:34+00:00,28,pagi,0
1767,rencana sekolah tatap muka mulai juni jadi yang waspada gubernur khofifah,2021-06-05 01:27:52+00:00,11,pagi,0
1768,guna sekolah tatap muka dapat ilmu perlu anak ajar sosial dgn usia guna utk bentuk karakter budi pekerti,2021-06-05 01:24:57+00:00,18,pagi,0
1769,serendah rendah ekonomi kbm tatap muka meminimalisir soal siswa jadi sempat buat sekolah jadi korban jenuh ortu,2021-06-05 01:12:37+00:00,17,pagi,0
1774,sekolah bakal tatap muka masuk masuk udah gendong anak bayi,2021-06-05 01:02:01+00:00,10,pagi,0
1776,tuju pak wagub sekolah tatap muka jkt evaluasi data wamenkes tunjuk jkt masuk kategori satu nya buruk dlm tangan covid kasi anak sekolah rakyat jkt,2021-06-05 00:57:29+00:00,25,pagi,0
1778,moga segera vaksinasi kak sekolah tatap muka aamiin,2021-06-05 00:45:50+00:00,8,pagi,0
1780,mendikbud ristek pilih tdk tawar tawar didik per juli sekolah tatap muka mulai satu nyawa anak sekolah wafat atas bijak dungu loe bayar nyawa cucu loe anak loe mantu loe tri dungu loe diri loe,2021-06-05 00:42:18+00:00,35,pagi,0
1787,sekal tanya mall harus tetap buka gitu dong jangan sekolah tatap muka mulu udah beberapa smester sekolah tatap muka tutup covid gin gin aja,2021-06-05 00:23:44+00:00,24,pagi,0
1791,dok aku stuju soal tatap muka mall buka pasar buka jgn kira anak rumah mreka kluyuran lbih baik sekolah,2021-06-05 00:15:09+00:00,19,pagi,0
1794,bakal jadi klaster baru tiap sekolah neh tuju tatap muka asal siswa nya sudah selesai vaksin semua vaksin bom rata aja mau ngorbanin anak,2021-06-04 23:59:11+00:00,24,malam,0
1820,anak sekolah jaman skrg pintar akses situs porno game online akibat tdk ada ajar langsung tatap muka,2021-06-04 22:33:45+00:00,17,malam,0
1821,pun anak satu nya blm tatap muka sampe skrg tmn nya udah mulai msk klo ajar baru sekolah ngasih pilih mungkin besar lbh pilih homeschooling krn sama aja sih kyknya skrg udah ngajarin semua sndiri,2021-06-04 22:32:55+00:00,35,malam,0
1827,piye ribu santri dtg bagai kota tumplek blek neng kudus sekolah tatap muka ziarah byk daerah dtg menara ndilalah mmg byk gak prokes guru ustadz kyai keluarga ndalem byk wafat smoga sgera hilang corona piye carane,2021-06-04 21:33:40+00:00,36,malam,0
1842,simpul dlm kondisi begini bukan ide baik buka sekolah tatap muka,2021-06-04 20:27:29+00:00,11,malam,0
1844,udah lama rumah yaa kak udah kangen sekolah tatap muka,2021-06-04 19:48:57+00:00,10,malam,0
1847,memang pilih sila info rekan guru smp kota bogor serentak uji coba sekolah tatap muka per mei kemarin moga baik tsb terus tenaga ajar sdh vaksin prokes jalan tak perlu khawatir,2021-06-04 19:14:13+00:00,31,malam,0
1852,mending sekolah tatap muka dah pada jadi bego mikirin virus,2021-06-04 18:04:33+00:00,10,malam,0
1854,juli sekolah tatap muka tuh mahasiswa kena kaga mau cium gedung kampus aku kangen,2021-06-04 17:58:16+00:00,14,malam,0
1859,big day today mulai new normal buat anak latih baseball dgn anggota batas mulai ntar akan tatap muka sekolah moga dunia cepet pulih,2021-06-04 17:24:03+00:00,23,malam,0
1860,please please please moga beneran mulai sekolah tatap muka,2021-06-04 17:22:03+00:00,9,malam,0
1865,indonesia mah the best negara tetangga bingung ngadepin kejut second wave indo malah siap sekolah tatap muka,2021-06-04 17:00:55+00:00,17,malam,0
1872,bikaus gue smp cuma daring tatap muka kali gue mix sama sekolah pas esde,2021-06-04 16:31:33+00:00,14,siang,0
1873,sekolah tatap muka bulan juni kata pak nadim,2021-06-04 16:29:33+00:00,8,siang,0
1875,iya sih kemaren sempat mau terap tatap muka sdh pke ijin tulis bermaterai tapi mlh jadi kata zona merah gtu pdhl sekolah nya jauh dlm kampung,2021-06-04 16:28:11+00:00,26,siang,0
1877,nah makan nggak ngerti aku bijak sprt apa klo sekolah musti lihat zona sprt apa gilaran tmpt hibur biar moga segera realisasi blajar tatap muka kasi anak anak makin amburadul,2021-06-04 16:24:23+00:00,30,siang,0
1878,diterusin aja sekolah online anak hidup bego kalau sangat tuju sekali mula sekolah tatap muka dgn satu syarat protokol sehat tetap prioritas tetap optimis selalu doa anak kita selalu sehat selalu lindung nya,2021-06-04 16:23:47+00:00,33,siang,0
1891,tanyarl aku stress sekolah online terus ibarat tatap muka aja gblok online gin ngerasa tambah gblok aku,2021-06-04 15:55:02+00:00,17,siang,0
1892,juli tatap muka ntar skolah gue usir usir puskesmas belah sekolah gara gara rame,2021-06-04 15:49:20+00:00,14,siang,0
1896,gagal haji alas covid sekolah tatap muka covid ilang,2021-06-04 15:45:10+00:00,9,siang,0
1898,lama bakal sekolah tatap muka hajat mana dibiarin piknik disuport gilir didik rupa sangat penting biar solusi sehat,2021-06-04 15:44:42+00:00,18,siang,0
1900,juli jadi sekolah tatap muka,2021-06-04 15:40:41+00:00,5,siang,0
1901,sekolah kok online macem camfrog aja tatap muka dong biar naksir temen satu sekolah,2021-06-04 15:38:35+00:00,14,siang,0
1911,aku takut sekolah tatap muka,2021-06-04 15:30:16+00:00,5,siang,0
1912,baik sekolah tatap muka tunda dulu covidnya ada hensat,2021-06-04 15:29:50+00:00,9,siang,0
1920,syg emg juli udh fix bgt sekolah tatap muka gaes makasii,2021-06-04 15:15:15+00:00,11,siang,0
1921,iyaa ahahah sekolah juli udh coba tatap muka,2021-06-04 15:15:14+00:00,8,siang,0
1923,nah kan juga udah tau berita kasus covid bbrp negara naik sekolah tatap muka apa mau niru gitu,2021-06-04 15:11:19+00:00,18,siang,0
1924,bacain pro kontra sekolah tatap muka seru,2021-06-04 15:04:39+00:00,7,siang,0
1932,well banyak hospital tinggal mostly komorbid elderly with comorbid trus simpul superspreader anak sekolah tatap muka kalo mall tempat wisata kondangan selebriti ultah jabat gak covidnya coba deh thorough lihat segala,2021-06-04 14:54:33+00:00,31,siang,0
1934,pula pak nadiem bilang sekolah tatap muka batas kok kak jadi mungkin beliau timbang cara meminimalisir naik kasus bukan semua sekaligus masuk sekolah aja pake sesi pagi siang beliau pasti dengar banyak keluh siswa,2021-06-04 14:47:02+00:00,34,siang,0
1938,kalau tatap muka mulai laksana taun ajar baru tuju daerah ini kemarin sekolah full daring gilir ukk malah tes tatap muka kasi anak tdk fair,2021-06-04 14:40:05+00:00,25,siang,0
1942,anak gue udah sekolah tatap muka dgn guru udah tahun lalu gilir rumah murid guru masyarakat kita,2021-06-04 14:31:49+00:00,17,siang,0
1950,ulil amri rasa wajib lindung jamaah haji bahaya pandemi makanya sdh thn tdk berangkat biar anak utk masuk sekolah tatap muka rawan papar pandemi,2021-06-04 14:16:15+00:00,24,siang,0
1951,idem mbak anak sulung gin ken cepet sekolah tatap muka,2021-06-04 14:09:38+00:00,10,siang,0
1953,takut sekolah tatap muka anak bebas main rumah tampa prokes kumpul nongkrong main game online sama aja boong mending sklh,2021-06-04 14:04:04+00:00,20,siang,0
1957,klo sekolah tatap muka lama anak rumah makin meski sekolah online hari rumah aktifitasnya tambah kacau kalau sekolah offline jam dalam lingkup sekolah liar nggak jelas,2021-06-04 13:57:47+00:00,26,siang,0
1958,positive rate turun koq msh takut buka sekolah tatap muka percaya data sendiri,2021-06-04 13:57:19+00:00,13,siang,0
1963,sekolah aja mau tatap muka lah aku dia kapan tatap muka,2021-06-04 13:46:42+00:00,11,siang,0
1966,mau jual teh emang anak esdeh udah msk sekolah tatap muka btw jual madrasah sebrang jalan deket jembatan lho apa sekolah esdeh utara empat aku samperin lho,2021-06-04 13:43:19+00:00,27,siang,0
1969,saksi polemik trijaya topik tatap muka siswa sabtu juni pukul wib pandu trijaya network rcti sekolah didik ptm nadiemmakarim talkshow streaming,2021-06-04 13:39:33+00:00,21,siang,0
1970,bocil bocil rumah pada main mobel lejend mulu tiap hari ide baik buka sekolah tatap muka sila simpul sendiri,2021-06-04 13:38:28+00:00,19,siang,0
1972,vaksin kena covid tuh gak jamin udh vaksin kebal lama blm vaksin benar paten baik haji sekolah tatap muka tunda,2021-06-04 13:31:32+00:00,20,siang,0
1973,bentar sekolah mau tatap muka terus kapan tatap muka,2021-06-04 13:30:45+00:00,9,siang,0
1977,memang putus sama kan opsi sekolah tetep opsi daring kok alami kyk diskriminasi gtu buat onlen lama paling kelas satu tahan online tinggal kuat aja btw sekolah anak sejak tahun ajar baru tatap muka diam,2021-06-04 13:23:18+00:00,35,siang,0
1982,plot twist sekolah tatap muka mulai desember,2021-06-04 13:14:12+00:00,7,siang,0
1989,daerah udah mulai tatap muka awal juni kemarin itu waktu singkat minggu cumen kali temu sekolah sisa nya tetap daring,2021-06-04 12:57:21+00:00,20,siang,0
1991,biar adil nih yah buka sekolah tatap muka org tua siswa takut,2021-06-04 12:55:46+00:00,12,siang,0
1993,beneran udh fix sekolah tatap muka,2021-06-04 12:54:32+00:00,6,siang,0
1995,perintah saudi was soal dlm waktu dekat ada ajar tatap muka buat anak sekolah makanya makin sedikit warga negara masuk saudi makin aman buat warga lokal,2021-06-04 12:53:28+00:00,26,siang,0
1997,nggk efektif kalau sekolah tatap muka cuma masuk minggu sekali sekali aja daring resiko tular msh mal sekolah daring uji coba tatap muka kemarin anak anak pulang sekolah neng ketemu teman teman trus jadi main mall,2021-06-04 12:52:37+00:00,36,siang,0
1998,temen banyak nakut org mau sekolah tatap muka njirr,2021-06-04 12:52:04+00:00,9,siang,0
1999,biar adil nih yah buka sekolah tatap muka org tua siswa takut covid suruh wfh aja jangan gebuk rata tdk mau tatap muka ngorbanin org mau sekolah biar takut dungu anak sekolah,2021-06-04 12:51:05+00:00,32,siang,0
2007,moga awal juli beneran sekolah tatap muka sekali ketemu murid satu semester aja abis cari kerja,2021-06-04 12:38:25+00:00,16,siang,0
2008,buka sekolah ajar tatap muka lebih baik bikin video room tour sekolah dulu tar nyasar kan,2021-06-04 12:37:46+00:00,16,siang,0
2018,lah kan bagus sekarang sekolah gak tatap muka aja suasana medan dah macem gak corona yakali bun sekolah buka gak siap aku liat kasus ledak sini,2021-06-04 12:29:54+00:00,26,siang,0
2024,sekolah kek kontol tiba tiba tatap muka pas ulang anjing ngentot lah,2021-06-04 12:22:24+00:00,12,siang,0
2026,udah baca berita dosen univ syiah kuala blm kalo bom baca baca aja dulu sana bisa jadi gambar dampak kuliah sekolah tatap muka,2021-06-04 12:19:35+00:00,23,siang,0
2031,bulan juli kalian sekolah tatap muka gasii,2021-06-04 12:14:16+00:00,7,siang,0
2035,pernah banget anjir jadi waktu sekolah tatap muka pas jam istirahat kan kantin pas sampe kantin malah salam sama mas mas tukang ketoprak bingung ngasih tangan gitu bego temen belakang malah ikut salam anjir,2021-06-04 12:09:49+00:00,34,siang,0
2036,liat yya sekolah tatap muka aku bakal nabung dan megang album tahun aamiin,2021-06-04 12:08:34+00:00,13,siang,0
2043,sekolah gua udah tatap muka sejak tahun lalu bahkan gitu pas rumah wajib ngisi monikes waktu sekolah cek suhu wajib pakai masker face shield bawa hand sanitizera jaga jarak alhamdulillah tiap ortu punya khawatir masing sih,2021-06-04 12:02:43+00:00,36,siang,0
2055,gimana mas menteri jgn lempar tanggungjawab daerah sekolah ortu apabila klaster sekolah muncul ajar tatap muka,2021-06-04 11:47:19+00:00,16,siang,0
2059,alhamdulillah anak anak tetap sekolah tatap muka tetap sehat bahagia,2021-06-04 11:43:42+00:00,10,siang,0
2075,asa covid tingkat ada rencana sekolah tatap muka iya asa aja gitu,2021-06-04 11:35:18+00:00,12,siang,0
2077,ngarep bet sekolah tatap muka,2021-06-04 11:35:09+00:00,5,siang,0
2088,mulai juli tatap muka didik tidak baik mahasiswa dokter mahasiswa awat fungsi kan buat posko tes swab tiap sekolah pakai dana hibah laksana nya,2021-06-04 11:31:04+00:00,24,siang,0
2095,mulai juli tatap muka didik tidak baik mahasiswa dokter mahasiswa,2021-06-04 11:29:11+00:00,10,siang,0
